32	29
31	58
10	72
17	25
28	49
11	49
26	47
03	18
05	93
40	03
58	08
16	58
28	41
37	60
12	04
46	24
24	10
12	08
38	03
10	27
37	45
54	22
36	44
03	13
54	42
34	41
33	48
15	47
22	30
13	29
51	46
44	28
61	31
39	56
38	08
56	08
29	28
33	45
26	40
44	28
49	02
41	45
54	09
14	17
30	56
55	17
44	49
34	49
22	50
21	27
03	07
42	26
14	35
40	42
46	24
48	06
56	25
61	23
28	19
56	32
17	47
15	11
18	72
64	20
45	14
46	11
44	31
03	25
27	27
47	21
66	33
49	14
33	49
03	67
14	59
42	54
46	36
62	35
10	39
